Property ID,Locality name,Postal code,price,Type of property,Subtype of property,Construction year,Number of rooms,Surface of the plot,Living area,kitchen,furnished,Open fire,Terrace,Garden,Garden orientation,Number of facades,Swimming pool,State of builing,Energy class,Primary energy consumption,Heating type,Flood zone type,Double glazing,cadastral_income
20406281,Wenduine,8420,165000,apartment,,,2,,62,,,,,,,,,,F,618,,,,
20406254,Merchtem,1785,725000,house,,1850,5,926,351,Installed,0,,20,,,3,,Good,D,384,Gas,,Yes,949
20401029,Berchem,2600,299900,apartment,,1965,3,,100,Installed,,,3,,,,,Good,B,144,Fuel oil,Non flood zone,Yes,892
20406241,Sint-niklaas,9100,249000,apartment,,2008,2,,90,Installed,,,7,,,2,,Good,B,159,Gas,Non flood zone,Yes,745
20404618,Wemmel,1780,621347,house,,1991,4,352,215,Hyper equipped,0,,40,287,,3,0,As new,D,325,Gas,Non flood zone,Yes,1819
20402124,Temse,9140,285000,apartment,,1976,3,,100,Installed,,,,,,2,,Good,B,131,Gas,Non flood zone,Yes,941
20404979,Oostende,8400,279000,apartment,,1988,2,,85,1,0,,3,,,,,To be done up,B,187,,Non flood zone,Yes,1197
20406144,Hoogstraten,2320,565000,apartment,,2015,2,,119,Installed,,,25,,,3,,As new,B,109,Gas,Non flood zone,Yes,
20406241,Sint-niklaas,9100,249000,apartment,,2008,2,,90,Installed,,,7,,,2,,Good,B,159,Gas,Non flood zone,Yes,745
20406239,Beveren,9120,549000,house,,1983,4,702,264,Installed,,,55,,,4,,Good,D,342,Gas,Non flood zone,Yes,
20406231,Sint-jans-molenbeek,1080,179000,apartment,,2012,1,,62,USA hyper equipped,,,11,,,3,,Good,C,118,Gas,,Yes,978
20406223,Modave%20str%c3%a9e-lez-huy,4577,515000,house,,2009,4,997,224,Hyper equipped,0,,30,,,4,,As new,B,169,Fuel oil,Non flood zone,Yes,869
20406212,Wilrijk,2610,325000,house,,1951,3,383,144,Installed,,,,297,North East,2,,To renovate,F,739,Gas,Non flood zone,Yes,480
20406211,Ronse,9600,217750,house,,1969,3,696,196,,,,,,,3,,As new,D,312,,,,
20406210,Gent,9000,518900,house,,,4,107,280,,,,,,,2,,As new,Not specified,,Gas,,,
20406208,Waregem,8790,372000,apartment,,2022,2,,81,Installed,0,,34,,,4,0,As new,A,44,Gas,,,815
20330859,Zulte,9870,180000,house,,,2,,440,,,,,1,,3,,,D,313,,,No,
20406201,Bruxelles,1000,1347000,apartment,,1935,3,,225,Installed,0,,14,,,4,,As new,E,235,Fuel oil,Non flood zone,Yes,
20406198,Gent,9000,398000,house,,1935,3,105,133,Semi equipped,0,,35,35,,3,0,To be done up,F,553,,Non flood zone,,
20406196,Trooz,4870,199000,house,,,4,150,161,Installed,0,,9,,,3,0,Good,G,717,Electric,Non flood zone,,
20312382,Antwerpen,2140,498000,house,,,2,150,308,Hyper equipped,0,,8,35,,2,,Good,C,247,Gas,,Yes,
20406173,Ronse,9600,285000,house,,,4,150,160,Installed,,,,,,2,,Just renovated,A,77,Gas,,Yes,
20406158,Uccle,1180,1400000,apartment,,,3,,200,Hyper equipped,0,,16,,,4,,As new,D,164,Gas,Non flood zone,Yes,4940
20406156,De%20panne,8660,197500,apartment,,1951,2,,64,,,,,,,,,Good,C,303,Gas,Non flood zone,Yes,483
20406148,Merksem,2170,249000,apartment,,1996,2,,87,,0,,,,,2,0,Good,B,116,Gas,,,1127
20406144,Hoogstraten,2320,565000,apartment,,2015,2,,119,Installed,,,25,,,3,,As new,B,109,Gas,Non flood zone,Yes,
20406139,Ixelles,1050,980000,apartment,,,2,,141,Hyper equipped,,,5,,,2,0,As new,D,,Gas,,Yes,2500
20406134,Seraing,4100,129000,house,,,2,335,131,Not installed,,,,285,West,3,0,To renovate,G,564,Gas,,No,294
20406120,Machelen,1830,440000,house,,1966,3,295,210,Installed,,,,,,3,,Good,C,265,Gas,Non flood zone,Yes,1479
20400229,Aalst,9300,229000,apartment,,2000,2,,86,Installed,,,4,,,2,,Good,A,99,Gas,Non flood zone,Yes,847
20405654,Zwalm,9630,398000,house,,1994,2,904,145,1,0,,,,,4,,Good,E,434,Fuel oil,Non flood zone,Yes,
20406089,Wetteren,9230,245000,apartment,,2006,2,,88,,,,,,,,,Good,B,150,,Non flood zone,,
20403789,Herstal,4040,169000,house,,1976,2,621,80,Semi equipped,0,1,8,500,,2,0,To renovate,F,495,Electric,Non flood zone,Yes,1031
20403083,Oupeye,4680,174000,house,,1918,4,235,129,Installed,0,,,56,,3,0,Good,F,467,Gas,Non flood zone,Yes,399
20404394,Vlierzele,9520,174900,apartment,,1983,2,,102,,0,,,,,,,Good,E,472,,Non flood zone,,
20404954,Berchem,2600,199000,apartment,,1973,2,,92,Semi equipped,,,16,,,,,To be done up,B,115,Gas,,Yes,956
20404347,Heist-aan-zee,8301,549000,apartment,,2007,3,,120,Installed,,,13,,,2,,Good,A,78,Gas,Non flood zone,Yes,898
20406239,Beveren,9120,549000,house,,1983,4,702,264,Installed,,,55,,,4,,Good,D,342,Gas,Non flood zone,Yes,
20406110,Herk-de-stad,3540,362000,house,,1971,4,1946,173,,,,,,,4,,Good,F,623,Fuel oil,Non flood zone,Yes,974
20406108,Snellegem,8490,459000,house,,1925,3,390,225,Semi equipped,,,,,,4,,Good,C,251,Gas,Non flood zone,Yes,616
20406102,Lochristi,9080,536000,house,,,2,3319,120,Installed,0,,12,,,4,,As new,Not specified,,Gas,,Yes,
20406099,Waregem,8790,515000,house,,2021,3,225,140,Installed,,,,,,3,,Good,A,9,,,Yes,
20406094,Arlon,6700,340000,apartment,,2005,2,,108,Installed,,,8,,,3,,Good,C,176,Electric,,Yes,1343
20406095,Bellefontaine,6730,485000,house,,2024,3,1046,140,Hyper equipped,,,12,800,North,4,,,A,62,Gas,,Yes,782
20406093,Arlon,6700,178000,apartment,,1947,2,,75,Installed,,,,,,3,,Good,C,178,Gas,,Yes,602
11138838,De%20panne,8660,345000,apartment,,1977,3,,96,,,,30,,,,,Good,C,207,Electric,Non flood zone,Yes,1150
20406089,Wetteren,9230,245000,apartment,,2006,2,,88,,,,,,,,,Good,B,150,,Non flood zone,,
20362183,Charleroi%20gilly,6060,189500,house,,,3,,,,,,,,,2,,Just renovated,C,229,,,,
20406086,Peer,3990,263800,apartment,,,1,,72,Hyper equipped,,,6,,,,,,Not specified,,,,,
20406085,Peer,3990,348100,apartment,,,2,,98,,,,17,101,,,,,Not specified,,,,,
20406084,Peer,3990,363400,apartment,,,2,,104,Hyper equipped,,,17,98,,,,,Not specified,,,,Yes,
20406078,Sint-truiden,3800,170000,apartment,,1975,1,,60,Hyper equipped,0,,,,,2,0,,B,143,Gas,Non flood zone,Yes,776
20406077,De%20panne,8660,315000,house,,1936,5,389,185,Hyper equipped,0,,,,,3,,,D,373,Gas,Non flood zone,No,612
20406076,Oostrozebeke,8780,125000,apartment,,1978,2,,85,1,0,,,,,2,0,,B,146,Fuel oil,,Yes,813
20406075,Kortrijk,8500,208500,apartment,,1992,2,,87,,0,,,,,2,0,,B,193,,Non flood zone,Yes,1
20406074,Blankenberge,8370,350000,house,,,4,75,184,,,,,,,,,Just renovated,B,107,,Non flood zone,Yes,
20406072,Tarchamps,9689,800000,house,,2004,4,800,142,Installed,,1,,,,4,,,Not specified,,Fuel oil,,Yes,
20406067,Blankenberge,8370,159000,apartment,,1968,2,,80,Semi equipped,0,,5,,,2,0,As new,F,619,Gas,Non flood zone,Yes,
20406068,Blankenberge,8370,133000,apartment,,1968,2,,86,Semi equipped,1,,,8,,2,,Good,E,407,Electric,Non flood zone,Yes,
20406066,Blankenberge,8370,164000,apartment,,1968,2,,80,Hyper equipped,0,,4,,,2,0,Good,B,164,Gas,Non flood zone,Yes,539
20406065,Blankenberge,8370,209000,apartment,,1968,2,,83,Semi equipped,0,,5,,,2,0,Good,C,263,Gas,Non flood zone,Yes,
20406045,Saint-gilles,1060,520000,apartment,,2006,3,,149,,0,,10,,,,0,,F,308,Gas,,Yes,821
20406044,Gent,9000,349000,house,,1938,4,63,133,Installed,0,,,,,,,Good,C,269,Gas,Non flood zone,Yes,486
20406039,Heist-aan-zee,8301,365000,apartment,,1980,2,,88,,,,5,,,2,,As new,B,181,Gas,Non flood zone,Yes,650
20406037,Gent,9000,355000,house,,,4,,,,,,3,,,2,,As new,Not specified,,,,Yes,
20402636,Jambes,5100,299000,house,,,,,,Installed,0,,,,,,,,E,383,Electric,,Yes,733
20406033,Aalst%20%289300%29,9300,290000,house,,1918,4,263,194,Installed,0,,29,,,,,Good,C,217,Gas,Non flood zone,Yes,475
20406032,Aalst%20%289300%29,9300,429000,house,,2005,4,196,176,Installed,0,,15,62,South West,,,Good,A,100,Gas,Non flood zone,,1003
20397772,Ixelles,1050,695000,apartment,,1932,2,,150,Installed,0,,,,,2,0,Just renovated,E,236,Gas,Non flood zone,Yes,2000
20401109,Tremelo,3120,319000,house,,1956,3,500,185,Semi equipped,,,20,260,West,,,To renovate,E,499,Fuel oil,Non flood zone,Yes,903
20403206,Antwerpen,2000,339000,apartment,,1900,2,,104,Installed,,,11,,,2,,Good,C,254,Gas,Non flood zone,Yes,259
20402990,Antwerpen-2018,2018,360000,apartment,,1968,2,,113,Installed,,,,,,,,To be done up,C,247,Fuel oil,Non flood zone,Yes,1551
20402282,Oostende,8400,395000,apartment,,1954,1,,78,1,0,,2,,,,,As new,C,222,Gas,Non flood zone,Yes,862
20402883,Heist-aan-zee,8301,895000,apartment,,2020,2,,102,Hyper equipped,0,,13,,,2,,Good,A,44,Gas,Non flood zone,Yes,
20399686,Ronse,9600,370000,house,,2020,3,606,150,Installed,,,,360,South,3,,Good,A,67,Gas,Non flood zone,Yes,791
20401344,Middelkerke,8430,115000,apartment,,1969,1,,26,Semi equipped,1,,,,,2,,Just renovated,C,265,Gas,Non flood zone,Yes,327
20401336,Ronse,9600,230000,apartment,,1952,2,,128,Installed,,,4,,,3,,Just renovated,D,326,Fuel oil,Non flood zone,Yes,857
20402916,Gavere,9890,398000,house,,1990,3,330,144,1,0,,,,,2,,Good,B,152,,Non flood zone,Yes,599
20403023,Hotton,6990,595000,house,,1992,4,3291,243,Installed,0,,150,3291,,4,1,As new,C,175,Fuel oil,Non flood zone,Yes,1925
20398282,Forest,1190,215000,apartment,,1964,1,,63,Not installed,0,,5,,,2,0,To renovate,E,215,Gas,Non flood zone,Yes,
20396673,Gent,9000,435000,apartment,,1759,1,,67,Installed,,,15,31,,,,Good,A,78,Gas,Non flood zone,Yes,
20401180,Oupeye,4683,149000,house,,1850,4,730,134,Installed,0,,40,570,,2,0,To be done up,C,220,Gas,Non flood zone,Yes,366
20401037,Hoboken,2660,349900,house,,1960,3,206,136,1,,,16,25,North,,,To renovate,F,534,,Non flood zone,Yes,959
20397088,Koekelberg,1081,325000,apartment,,1967,3,,151,Installed,0,,7,,,2,0,Good,D,208,Fuel oil,Non flood zone,Yes,1891
20393411,Antwerpen-2000,2000,498500,apartment,,2017,2,,129,Hyper equipped,0,,10,1400,South West,,,As new,A,61,Gas,Non flood zone,Yes,1190
20394756,Kluisbergen,9690,179000,house,,1965,3,435,160,Semi equipped,,,,380,South East,3,,To renovate,E,422,Gas,Non flood zone,Yes,
20404190,Hoboken,2660,179000,apartment,,,2,,104,Installed,,,8,,,2,,Good,B,167,,Non flood zone,Yes,825
20404383,Deurne,2100,295000,apartment,,1974,2,,117,Semi equipped,,,48,,,2,,To be done up,C,213,Gas,Non flood zone,Yes,
20406032,Aalst%20%289300%29,9300,429000,house,,2005,4,196,176,Installed,0,,15,62,South West,,,Good,A,100,Gas,Non flood zone,,1003
20406030,Bredene,8450,245000,apartment,,2002,1,,70,Installed,1,,,,,,,Good,B,195,,,Yes,684
20406023,Arendonk,2370,365000,house,,1933,3,395,185,Hyper equipped,0,,40,120,,2,,Good,D,375,Gas,Non flood zone,Yes,
11164164,Edegem,2650,450000,house,,,3,,157,,,,5,,,,,,Not specified,,,,,
20404259,Antwerpen,2660,228000,apartment,,2008,2,,81,Installed,,,5,,,2,,Good,B,113,Gas,Non flood zone,Yes,
20406020,Torhout,8820,289000,house,,,5,640,,Installed,0,,,,,,0,To renovate,E,440,,Possible flood zone,Yes,
20406018,Izegem,8870,342500,house,,2024,3,228,136,,0,,,92,South,,,,Not specified,,,Non flood zone,,
20406017,Izegem,8870,342500,house,,2024,3,230,136,,0,,,93,South,,,,Not specified,,,Non flood zone,,
20406016,Izegem,8870,379000,house,,2023,4,239,153,,0,,,85,North,,,,Not specified,,,Non flood zone,,
20406002,Oostende,8400,545000,apartment,,1986,2,,82,Installed,,,,,,,,Good,B,106,,Non flood zone,Yes,1390
20296872,Koksijde,8670,465000,apartment,,1960,2,,103,,,,,,,,,Just renovated,B,150,,Non flood zone,,820
20380641,Zemst,1980,339000,house,,,2,340,107,Installed,,,,,,2,,As new,B,166,Gas,Non flood zone,Yes,304
20406000,Knokke-heist,8300,3495000,apartment,,,,,143,,,,,,,,,,B,155,,,,
20405999,Knokke-heist,8300,2395000,apartment,,,4,,183,,,,,,,,,,B,194,,,,
20405998,Sluis,4524,239000,house,,1948,3,189,92,,,,15,,,2,,As new,Not specified,,Gas,Non flood zone,Yes,
20405991,Gavere,9890,397000,house,,2021,3,223,197,Hyper equipped,0,,10,16,,3,0,As new,A,1,Gas,Non flood zone,Yes,1
20405992,Gavere,9890,375000,house,,2021,3,200,176,Hyper equipped,0,,9,15,,2,0,As new,A,1,Gas,Non flood zone,Yes,1
20405995,Gavere,9890,370000,house,,2021,3,198,174,Hyper equipped,0,,9,15,,2,0,As new,A,1,Gas,Non flood zone,Yes,1
20405989,Gavere,9890,376000,house,,2021,3,198,174,Hyper equipped,0,,9,15,,3,0,As new,A,1,Gas,Non flood zone,Yes,1
20405981,Gavere,9890,365000,house,,2021,3,195,171,Hyper equipped,0,,9,15,,2,0,As new,A,1,Gas,Non flood zone,Yes,1
20405977,Gent,9000,454500,apartment,,2024,2,,94,Hyper equipped,0,,26,,,2,0,As new,A,,,Non flood zone,Yes,
20405972,Gent,9000,529000,apartment,,2024,3,,126,Hyper equipped,0,,26,,,2,0,As new,A,,,Non flood zone,Yes,
20405974,Maldegem,9990,235000,house,,1918,3,310,105,Installed,0,,,200,,3,0,To renovate,F,1259,Electric,Non flood zone,,
20405971,Gent,9000,459000,apartment,,2024,2,,94,Hyper equipped,0,,13,,,2,0,As new,A,,,Non flood zone,Yes,
20405976,Gent,9000,549000,apartment,,2024,3,,126,Hyper equipped,0,,26,,,2,0,As new,A,,,Non flood zone,Yes,
20405969,Gent,9000,539000,apartment,,2024,3,,126,Hyper equipped,0,,26,,,2,0,As new,A,,,Non flood zone,Yes,
20405994,Gent%20sint-amandsberg,9040,325000,apartment,,1979,2,,126,Installed,0,,12,,,3,0,As new,B,164,Gas,Non flood zone,Yes,
20405979,Gent,9000,1575000,apartment,,,2,,244,Hyper equipped,0,,21,,,2,0,As new,Not specified,,,Non flood zone,,
20404487,Aalst,9300,549000,apartment,,2000,4,,180,Installed,,,15,,,2,,Good,B,123,,Non flood zone,Yes,1199
20405741,Desselgem,8792,375000,house,,1963,3,272,150,Hyper equipped,,,,,,2,,Just renovated,B,166,Gas,Non flood zone,Yes,
20394069,Tienen,3300,184000,apartment,,1972,2,,81,1,,,22,,,4,,To renovate,C,202,Gas,Non flood zone,Yes,755
20393142,Ninove,9400,299000,apartment,,2006,3,,153,Installed,,,6,,,2,,Good,A,92,Fuel oil,Non flood zone,Yes,1054
20400912,Grimbergen,1850,710000,house,,1990,4,1230,184,Installed,,,,1000,,4,,Good,B,116,,Non flood zone,Yes,2015
20402272,Deurne,2100,210000,apartment,,1964,2,,96,Semi equipped,,,4,,,4,,Good,B,101,Fuel oil,Non flood zone,Yes,
20401968,Blankenberge,8370,285000,apartment,,2008,2,,77,Installed,,,,,,2,,Good,A,75,Gas,Non flood zone,Yes,876
20402510,Broechem,2520,295000,apartment,,2013,2,,110,Installed,,,6,,,2,,Good,B,105,Gas,Non flood zone,Yes,1086
20401547,Antwerpen,2000,319000,apartment,,1955,1,,85,Installed,,,,,,2,,As new,D,355,Gas,Non flood zone,Yes,548
20405841,Oostende,8400,325000,apartment,,1967,2,,87,,,,,,,,,Just renovated,C,238,,Possible flood zone,Yes,989
20404848,Knokke-heist,8300,945000,apartment,,1978,2,,105,,,,76,,,,,Good,C,263,,Non flood zone,,1574
20405974,Maldegem,9990,235000,house,,1918,3,310,105,Installed,0,,,200,,3,0,To renovate,F,1259,Electric,Non flood zone,,
20400089,Ooigem,8710,259000,house,,1930,3,176,223,Installed,,,,104,,,,Good,C,259,Gas,Non flood zone,Yes,322
20401856,Lessen,7860,279500,house,,,3,300,180,Installed,,,35,300,,2,,To be done up,D,285,Gas,Non flood zone,Yes,562
20402487,Ixelles,1050,580000,house,,2005,3,83,135,Hyper equipped,0,,2,20,,2,0,Good,C,140,Gas,Non flood zone,Yes,
20405927,Arsimont,5060,119000,house,,,2,,83,,,,,,,2,,Good,E,422,Pellet,,Yes,
20405925,Knokke-heist,8300,299000,apartment,,1980,,,42,,0,,,,,2,0,,B,173,Gas,Non flood zone,Yes,1
20405923,Knokke-heist,8301,799000,apartment,,1960,2,,75,,0,,,,,2,0,,B,188,Gas,Non flood zone,No,1
20405922,Knokke-heist,8300,549000,apartment,,2002,2,,85,,0,,,,,2,0,,A,93,Gas,Non flood zone,No,1
20405910,Strepy-bracquegnies,7110,219999,house,,1950,3,246,152,Installed,0,,50,167,,2,0,Good,E,363,Gas,Non flood zone,Yes,476
20405886,Gavere,9890,284200,apartment,,2021,1,,76,Hyper equipped,0,,11,,,4,,As new,Not specified,,Gas,Non flood zone,Yes,1
20405872,Gentbrugge,9050,467000,house,,2024,3,188,146,Hyper equipped,0,,,100,,2,,As new,Not specified,,,Non flood zone,Yes,
20405868,Gentbrugge,9050,547500,house,,2024,3,389,144,Hyper equipped,0,,,300,,3,,As new,Not specified,,,Non flood zone,Yes,
20405869,Gentbrugge,9050,469000,house,,2024,3,215,144,Hyper equipped,0,,,117,,2,,As new,Not specified,,,Non flood zone,Yes,
20405860,Bertrix,6880,199000,house,,,3,1557,262,Installed,,,,1400,South West,3,0,Good,D,272,Fuel oil,Non flood zone,Yes,272
20405852,Koekelare,8680,424000,apartment,,2024,2,,150,,,,,,,,,Good,Not specified,,,,No,
20405850,Koekelare,8680,439000,apartment,,2024,2,,160,,,,,,,,,Good,Not specified,,,,No,
20405848,Dilbeek,1703,359000,house,,1975,2,1045,,1,,1,,,,4,,To be done up,D,351,Gas,Non flood zone,Yes,1321
20405846,Kluizen,9940,430000,house,,2024,4,184,162,,,,,81,South,4,,Good,Not specified,,,Non flood zone,Yes,
20405847,Kluizen,9940,430000,house,,2024,4,244,143,,,,,135,South,4,,Good,Not specified,,,Non flood zone,Yes,
20405844,Westende,8434,534000,house,,1997,4,613,217,,0,,,,,,,,C,254,Gas,Non flood zone,Yes,1251
20405843,Middelkerke,8430,545000,house,,1987,4,1205,272,1,,,,,,4,,To renovate,E,463,Electric,Non flood zone,Yes,1353
20405842,Koekelare,8680,530000,apartment,,2018,4,,237,1,,,18,,,,,As new,A,97,Gas,Non flood zone,Yes,876
20404078,De-panne,8660,330000,apartment,,1992,2,,78,Installed,1,,,,,,,Good,B,123,Gas,Non flood zone,Yes,949
20397633,Grembergen,9200,278000,apartment,,1974,2,,165,Installed,,,30,30,East,4,,Good,C,224,Gas,Non flood zone,Yes,
20404574,Remicourt,4350,139900,house,,1874,3,90,105,Not installed,0,,,,,3,0,Good,F,437,Fuel oil,Non flood zone,Yes,282
20404947,Tilleur,4420,140000,house,,1950,3,85,114,Semi equipped,0,,,,,2,0,To renovate,C,195,Gas,Non flood zone,Yes,347
20403470,Wevelgem,8560,575000,house,,1940,4,629,309,Installed,0,,95,250,South,,,Good,B,138,Gas,Non flood zone,Yes,913
20404604,Gavere-semmerzake,9890,575000,house,,1986,2,1227,375,Hyper equipped,0,,75,480,,4,0,Good,B,155,Fuel oil,Non flood zone,Yes,1132
20403194,Gent,9000,299000,apartment,,2011,1,,61,Installed,,,5,,,2,0,As new,A,65,Gas,Non flood zone,Yes,714
20400653,Bornem,2880,359000,house,,1958,3,516,171,Installed,,,20,,,,,To be done up,F,858,,Non flood zone,Yes,752
20400192,Sint-gillis-waas,9170,525000,house,,1993,3,886,286,Hyper equipped,,,14,728,,4,,Good,D,337,,Non flood zone,Yes,1618
20394068,Brussel,1000,210000,apartment,,2013,1,,59,Installed,1,,3,,,2,,Good,E,234,Electric,Possible flood zone,Yes,920
20394202,Turnhout,2300,299000,apartment,,2006,3,,114,Semi equipped,,,4,,,,,Good,B,147,Gas,Non flood zone,Yes,
20401486,Saint-josse-ten-noode,1210,159000,apartment,,1954,1,,50,Semi equipped,0,,,,,2,0,To renovate,G,,Gas,Non flood zone,Yes,
20403218,Huizingen,1654,339000,house,,1933,3,202,130,Semi equipped,,1,,25,East,3,,To be done up,E,498,Fuel oil,Non flood zone,,
20402994,Sint-katherina-lombeek,1742,598000,house,,1962,3,592,180,Installed,,,,,,3,,Good,B,101,,Non flood zone,Yes,1245
20397657,Duffel,2570,565000,house,,1953,3,1242,200,Installed,,,50,760,South East,,,Just renovated,B,148,Gas,Non flood zone,Yes,1297
20400913,Hofstade,9308,239000,apartment,,1980,2,,92,Installed,,,,,,2,,Good,B,134,Gas,Non flood zone,,733
20405842,Koekelare,8680,530000,apartment,,2018,4,,237,1,,,18,,,,,As new,A,97,Gas,Non flood zone,Yes,876
20405841,Oostende,8400,325000,apartment,,1967,2,,87,,,,,,,,,Just renovated,C,238,,Possible flood zone,Yes,989
20405833,Hamois,5363,425000,house,,,3,3007,233,Installed,0,,100,,,4,0,Good,D,290,,Non flood zone,Yes,647
20405832,Erpe-mere,9420,245000,house,,1918,3,711,143,1,0,,38,,,,,To renovate,E,470,Fuel oil,Non flood zone,No,369
20405830,Knokke-heist,8300,439000,apartment,,1999,2,,73,,,,,,,,,Good,Not specified,,,Non flood zone,No,
20405829,Knokke,8300,695000,apartment,,1990,3,,93,,,,,,,,,As new,A,87,Gas,Non flood zone,Yes,
20405806,Seraing,4100,255000,apartment,,2024,2,,87,USA hyper equipped,,,13,,,3,0,As new,B,,Gas,,No,
20405805,Fl%c3%a9malle,4400,255000,apartment,,2024,2,,87,USA hyper equipped,,,13,,,3,0,As new,B,,Gas,,No,
20405804,Li%c3%a8ge,4000,255000,apartment,,2024,2,,87,USA hyper equipped,,,13,,,3,0,As new,B,,Gas,,No,
20405802,Andenne,5300,350000,house,,2024,4,585,228,USA hyper equipped,,,22,1,,3,0,As new,Not specified,,Electric,,No,
20405800,Bruxelles,1000,5500000,house,,,,,1650,,0,,470,,,,0,As new,Not specified,,,,Yes,
20405798,Turnhout,2300,189000,apartment,,1998,2,,83,Installed,,,,,,3,,Good,C,291,Gas,Non flood zone,Yes,
20405788,Oostende,8400,139000,apartment,,1990,,,42,,0,,,,,2,0,,B,165,Electric,Possible flood zone,Yes,1
20405780,Kortrijk,8500,800000,apartment,,,4,,582,Installed,0,,200,,,4,,As new,C,226,Gas,,,4200
20405765,Zwevegem,8550,210000,house,,2024,1,144,144,Not installed,,,,,,,,,Not specified,,,,,
20405762,Knokke-heist,8300,1595000,apartment,,2024,3,,139,Hyper equipped,,,16,,,2,0,As new,A,51,Gas,Non flood zone,Yes,
20405761,Knokke-zoute,8300,1295000,apartment,,2006,3,,93,,0,,,,,2,0,As new,A,83,Gas,Non flood zone,Yes,
20405760,Geraardsbergen%20onkerzele,9500,185000,house,,,3,277,122,Installed,0,,6,136,,3,,To be done up,F,750,Electric,Non flood zone,Yes,302
20405759,Gent,9000,849000,house,,1930,3,126,180,Hyper equipped,0,,15,25,,2,,As new,A,97,Gas,Non flood zone,Yes,547
20399303,Boom,2850,245000,apartment,,1996,2,,115,Semi equipped,,,,,,2,,Good,C,250,Gas,Non flood zone,Yes,723
20401126,Mechelen,2800,398000,house,,1899,3,91,119,Installed,,,7,54,North East,2,,Good,D,390,Gas,Non flood zone,Yes,543
20398884,Gavere,9890,647000,house,,2011,4,515,212,,0,,39,,,3,,Good,A,3,,Non flood zone,Yes,741
20402975,Lede,9340,895000,house,,1919,3,1700,318,Hyper equipped,,,,,,4,,Good,E,,Gas,Non flood zone,,986
20404939,Geel,2440,175000,apartment,,2000,1,,62,,,,,,,2,,Good,B,194,Gas,Non flood zone,Yes,
20403086,Westende,8434,495000,apartment,,1986,3,,104,,1,,,,,,,Just renovated,C,213,,Non flood zone,,1056
20404083,Gent,9000,695000,apartment,,1759,2,,138,Installed,,,,,,,,Good,B,107,Gas,Non flood zone,Yes,
20403545,Knokke-zoute,8300,3950000,apartment,,1982,2,,100,Hyper equipped,0,,,,,2,,Good,C,276,Gas,Non flood zone,Yes,
20397124,Blankenberge,8370,199000,apartment,,2004,1,,55,Installed,,,,,,,,Good,B,123,Gas,Non flood zone,Yes,710
20405667,Ledegem,8880,340000,house,,,4,408,199,Installed,,,,273,East,3,,Good,B,188,Gas,Non flood zone,Yes,679
20397881,Oudenaarde,9700,255000,house,,1940,4,750,182,1,0,,,,,2,,Good,E,493,Gas,Non flood zone,Yes,535
20404289,Blankenberge,8370,157000,apartment,,1932,1,,62,Installed,,,,,,2,,Good,B,186,Gas,Non flood zone,Yes,441
20404311,Antwerpen,2140,159000,apartment,,1972,1,,54,Installed,,,12,,,4,,Good,C,222,Gas,Possible flood zone,Yes,652
